Valuador,Muestra,NombreProducto,CodigoProducto,CodigoMuestra
V1,2,139_2,261,M139
V1,3,145_2,333,M617
V1,7,134_1,984,M632
V1,5,134_2,958,M303
V1,8,140_2,977,M962
V1,4,142_2,161,M563
V1,1,137_1,125,M55
V1,6,141_1,448,M394
V2,3,145_2,333,M377
V2,5,134_2,958,M543
V2,2,139_2,261,M982
V2,4,142_2,161,M318
V2,7,134_1,984,M670
V2,6,141_1,448,M84
V2,8,140_2,977,M773
V2,1,137_1,125,M230
V3,5,134_2,958,M524
V3,4,142_2,161,M857
V3,3,145_2,333,M342
V3,6,141_1,448,M856
V3,2,139_2,261,M672
V3,1,137_1,125,M181
V3,7,134_1,984,M7
V3,8,140_2,977,M573
V4,4,142_2,161,M114
V4,6,141_1,448,M110
V4,5,134_2,958,M637
V4,1,137_1,125,M794
V4,3,145_2,333,M124
V4,8,140_2,977,M960
V4,2,139_2,261,M876
V4,7,134_1,984,M210
V5,6,141_1,448,M443
V5,1,137_1,125,M67
V5,4,142_2,161,M94
V5,8,140_2,977,M127
V5,5,134_2,958,M763
V5,7,134_1,984,M701
V5,3,145_2,333,M18
V5,2,139_2,261,M535
V6,1,137_1,125,M622
V6,8,140_2,977,M743
V6,6,141_1,448,M567
V6,7,134_1,984,M223
V6,4,142_2,161,M766
V6,2,139_2,261,M62
V6,5,134_2,958,M164
V6,3,145_2,333,M787
V7,8,140_2,977,M742
V7,7,134_1,984,M152
V7,1,137_1,125,M765
V7,2,139_2,261,M266
V7,6,141_1,448,M582
V7,3,145_2,333,M187
V7,4,142_2,161,M403
V7,5,134_2,958,M564
V8,7,134_1,984,M362
V8,2,139_2,261,M79
V8,8,140_2,977,M887
V8,3,145_2,333,M355
V8,1,137_1,125,M414
V8,5,134_2,958,M275
V8,6,141_1,448,M361
V8,4,142_2,161,M269
V9,4,142_2,161,M772
V9,1,137_1,125,M512
V9,5,134_2,958,M709
V9,2,139_2,261,M299
V9,7,134_1,984,M317
V9,8,140_2,977,M77
V9,3,145_2,333,M785
V9,6,141_1,448,M470
